"treeID"	"discID"	"height_m"	"areaHWLogyard_cm2"	"areaUBLogyard_cm2"	"incompleteAreaUBLogyard"	"airDryDensity_kgpm3"	"nbRings"	"nbRingsHW"	"ringWidth_mm"	"imageNameLogyard"	"pixelWidthLogyard_mm"	"pithX_pixel"	"pithY_pixel"
"D04"	"D04d"	12	724.890131541623	1415.21419228647	0	456.030961038678	41	28	5.34931588079025	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D04d.jpeg"	0.216541520104148	1340.938	2125.181
"D05"	"D05a"	0	3299.34670909636	4895.54103142464	0	518.831713817908	58	42	7.32621887680414	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D05a.jpeg"	0.288498377485125	1200.79	2473.291
"D05"	"D05b"	4	1708.96261110098	2728.506468561	0	485.822124809907	50	30.5	5.86953382975173	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D05b.jpeg"	0.213759073003854	1487.592	2100.952
"D05"	"D05c"	8	1457.27573112706	2420.43112864907	0	481.541424260349	46	27.5	6.12347010891211	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D05c.jpeg"	0.203945779790768	1356.77	2192.359
"D05"	"D05d"	12	1189.26994005955	1982.23672803108	0	504.960628241559	41	24.5	6.57972434856527	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D05d.jpeg"	0.203322120796112	1431.406	2349.178
"D06"	"D06a"	0	3035.51851643808	4409.59340265872	0	546.762877521111	59	45.25	7.00993264811605	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D06a.jpeg"	0.411147694119272	1574.807	2128.626
"D06"	"D06b"	4	1236.86515250768	1862.07946933613	0	522.374500902867	49	35.75	5.43892515896658	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D06b.jpeg"	0.18999992400003	1501.017	2710.323
"D06"	"D06c"	8	1183.88479692176	1934.49802878722	0	497.946837375139	44	30.25	5.65476936436657	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D06c.jpeg"	0.212198349436359	1354.261	2457.065
"D06"	"D06d"	12	997.751944754029	1674.34497233813	0	478.740359053755	38	25.25	6.16774492523621	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D06d.jpeg"	0.177612322032453	1350.451	1856.06
"D07"	"D07a"	0	2333.18598942032	4840.73955886704	0	505.089600940664	54	40	7.70309368943952	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D07a.jpeg"	0.525746876012063	1745.013	2529.384
"D07"	"D07b"	4	1178.75774867197	2412.43730465459	0	516.94318285491	44	28.5	6.65033086682915	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D07b.jpeg"	0.211710468151124	1499.255	2197.967
"D07"	"D07c"	8	1004.81661709639	2190.39042326458	0	493.830264978396	39	24.5	6.95519953987996	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D07c.jpeg"	0.193097759216363	1505.125	2268.409
"D07"	"D07d"	12	785.494459431872	1987.28625770502	0	502.998999526759	33	19	7.72624522094577	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D07d.jpeg"	0.249573728072452	1306.935	1529.644
"D08"	"D08a"	0	1612.38911725536	2828.27950321119	0	516.826900006169	58	42.75	5.67582546321551	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D08a.jpeg"	0.289090867041328	1250.749	1777.032
"D08"	"D08b"	4	972.79772160803	1697.185250458	0	550.489273236669	51	35.75	4.6375587380357	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D08b.jpeg"	0.208188988967649	2012.579	1777.887
"D08"	"D08c"	8	776.273634453151	1328.20651676956	0	581.173536357951	46	31.5	4.93132078223008	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D08c.jpeg"	0.22072092752231	1521.932	2172.631
"D08"	"D08d"	12	796.165382163496	1311.80770162709	1	493.98990514138	41	26.75	5.05443140183009	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D08d.jpeg"	0.184465224246994	1048.121	2404.085
"D09"	"D09a"	0	1740.99074835031	2899.46725673055	0	534.113691575023	56	39.75	5.90838987773365	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D09a.jpeg"	0.277980085506674	1486.71	2433.436
"D09"	"D09b"	4	1115.47114532539	1789.03627437986	0	572.217764205268	45	31.3333333333333	5.69775161548567	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D09b.jpeg"	0.20212861645994	1232.597	1618.454
"D09"	"D09c"	8	952.868686158241	1678.84340576848	0	515.458641143486	39	23.5	6.04439435242331	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D09c.jpeg"	0.205592105263158	1879.998	1610.068
"D09"	"D09d"	12	701.112764612579	1365.47267012959	0	490.537158863544	34	20.5	6.54258537216567	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D09d.jpeg"	0.161250374100868	1599.444	2240.276
"D10"	"D10a"	0	2195.50505913812	2764.27285479777	0	553.585642624162	58	47.75	6.03098970526633	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D10a.jpeg"	0.232629118465913	1736.136	1980.309
"D10"	"D10b"	4	1149.30331976597	1743.11829727406	0	558.555128882821	50	37.5	4.86981497561252	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D10b.jpeg"	0.266500654525608	1474.037	1829.008
"D10"	"D10c"	8	941.07276056706	1421.75503513065	1	532.445029293426	46	32.75	4.9578939746738	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D10c.jpeg"	0.200774185258356	1177.171	2015.178
"D10"	"D10d"	12	774.161605953792	1215.1801877844	0	532.260904281782	42	28.75	4.93536149103527	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D10d.jpeg"	0.197148755833632	1007.702	1622.869
"D11"	"D11a"	0	1873.15371596987	3343.98285223962	0	532.087915273414	56	40.25	5.95309333314226	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D11a.jpeg"	0.460405156537753	1494.722	1840.824
"D11"	"D11b"	4	1345.14066415206	1963.4724796282	0	533.710659562759	50	36	5.20211846374148	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D11b.jpeg"	0.265897195635457	957.178	1823.213
"D11"	"D11c"	8	1221.14011396304	1890.1670479061	0	531.990110374698	47	32.3333333333333	5.30279228752794	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D11c.jpeg"	0.234586714509845	1389.542	1386.584
"D11"	"D11d"	12	974.303864666793	1589.0872906989	0	525.970175239052	43	28	5.45677622185827	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D11d.jpeg"	0.214142666984169	1472.023	2041.842
"D12"	"D12a"	0	1815.27026866276	2968.828918493	0	545.394725522146	60	46	5.55721640024392	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D12a.jpeg"	0.229330026088584	1371.198	2295.007
"D12"	"D12b"	4	857.172300602213	1368.31644637638	0	555.092894748087	53	38.5	4.16751163924721	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D12b.jpeg"	0.20257989548498	1328.429	2337.775
"D12"	"D12c"	8	720.840396647639	1191.20752604271	0	545.887474804089	49	34.5	4.3136670292784	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D12c.jpeg"	0.179081042051094	1345.201	2424.151
"D12"	"D12d"	12	615.669020247528	1024.45884415011	0	533.684684715484	44	29	4.3870661889825	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D12d.jpeg"	0.158298280817351	1173.597	2554.975
"D13"	"D13a"	0	2654.05958112235	4278.18378283176	0	519.311155168545	60	45	6.95006459182768	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D13a.jpeg"	0.293319817156159	982.503	1632.173
"D13"	"D13b"	4	1746.5898991498	2862.17555679379	0	495.471561854251	48	30.25	6.1420472799171	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D13b.jpeg"	0.236981650036874	1513.338	1575.987
"D13"	"D13c"	8	1257.0272672519	2217.29939104529	0	458.325871896158	44	27.25	6.25225868122823	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D13c.jpeg"	0.20053277547789	1618.256	2251.982
"D13"	"D13d"	12	1089.03318910867	1915.24959473236	0	469.837976678646	39	22	6.80682116789688	"TreeTrace_Douglas/logs_and_discs/color_images/discs/D13d.jpeg"	0.21209105662916	1445.504	2141.286
