nomImage;mireTrouvee;nombreCarresMire;nombreCarresDetectes;moyenneLongueurCote_Pixels;medianeLongueurCote_Pixels;minLongueurCote_Pixels;maxLongueurCote_Pixels;ecartTypeLongueurCote_Pixels;nombreCarresDetectesSansExtremes;moyenneLongueurCoteSansExtremes_Pixels;medianeLongueurCoteSansExtremes_Pixels;minLongueurCoteSansExtremes_Pixels;maxLongueurCoteSansExtremes_Pixels;ecartTypeLongueurCoteSansExtremes_Pixels 
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B02d.jpeg;Oui;0;25;40.84;42;0;41;5.64371;40;41.575;42;39;40;0.500641
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B03a.jpeg;Oui;0;25;33.02;34;0;33;4.53328;40;33.625;34;31;32;0.49029
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B03b.jpeg;Oui;0;25;43.88;45;0;45;6.14996;40;44.725;45;41;44;0.905468
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B03c.jpeg;Oui;0;25;47.82;49;0;49;6.79943;40;48.9;49;44;48;1.15025
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B03d.jpeg;Oui;0;25;40.76;41;0;41;5.64804;40;41.5;41;39;41;0.5547
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B04a.jpeg;Oui;0;25;40.02;41;0;40;5.51987;40;40.875;41;38;39;0.334932
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B04b.jpeg;Oui;0;25;54.62;56;0;56;7.67952;40;55.675;56;52;55;0.916725
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B04c.jpeg;Oui;0;25;64.86;66;0;67;9.20738;40;66.1;66;62;66;1.15025
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B04d.jpeg;Oui;0;25;60.94;62;0;63;8.64589;40;62.05;62;58;62;1.21845
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B05a.jpeg;Oui;0;28;46.0536;46.5;0;119;18.1833;46;46.6087;46.5;43;47;1.06413
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B05b.jpeg;Oui;0;25;49.98;51;0;52;7.02035;40;50.9;51;48;50;0.590523
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B05c.jpeg;Oui;0;25;43.4;44;0;44;6.04743;40;44.3;44;41;43;0.686873
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B05d.jpeg;Oui;0;25;45.86;46;0;47;6.41112;40;46.7;46;44;46;0.822753
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B06a.jpeg;Oui;0;25;45.88;47;0;47;6.45752;40;46.725;47;43;46;1.01242
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B06b.jpeg;Oui;0;25;59.9;61;0;60;8.39886;40;61.125;61;58;60;0.722797
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B06c.jpeg;Oui;0;25;59.4;61;0;62;8.44671;40;60.475;61;56;61;1.30064
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B06d.jpeg;Oui;0;25;55.96;57;0;58;7.91527;40;57;57;53;57;1.1094
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B07a.jpeg;Oui;0;25;43.96;45;0;44;6.08095;40;44.775;45;42;43;0.422902
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B07b.jpeg;Oui;0;25;42.84;44;0;43;5.92938;40;43.625;44;41;42;0.49029
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B07c.jpeg;Oui;0;25;57.2;59;0;58;8.05846;40;58.35;59;54;58;0.975337
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B07d.jpeg;Oui;0;25;75.86;77;0;76;10.6733;40;77.375;77;75;76;0.49029
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B08a.jpeg;Oui;0;25;40.88;42;0;40;5.6411;40;41.775;42;39;40;0.422902
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B08b.jpeg;Oui;0;25;59.78;61;0;62;8.53394;40;60.925;61;56;61;1.42122
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B08c.jpeg;Oui;0;25;59.52;61;0;61;8.41825;40;60.7;61;56;60;1.06699
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B08d.jpeg;Oui;0;25;64.92;66;0;69;9.37613;40;66.1;66;61;67;1.95854
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B09a.jpeg;Oui;0;25;47.6;49;0;47;6.6055;40;48.575;49;46;47;0.500641
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B09b.jpeg;Oui;0;25;49.76;51;0;51;7.00892;40;50.7;51;47;50;0.966092
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B09c.jpeg;Oui;0;25;54.34;56;0;55;7.604;40;55.45;56;52;54;0.714322
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B09d.jpeg;Oui;0;25;55.84;57;0;58;8.04163;40;56.975;57;52;57;1.64063
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B10a.jpeg;Oui;0;28;43.2679;47;0;48;12.6225;46;46.9783;47;39;46;1.49799
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B10b.jpeg;Oui;0;25;59.5;61;0;62;8.4618;40;60.625;61;56;61;1.25448
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B10c.jpeg;Oui;0;25;67.22;69;0;68;9.44001;40;68.525;69;66;67;0.505736
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B10d.jpeg;Oui;0;25;85.26;87;0;87;12.0709;40;86.925;87;83;86;0.916725
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B11a.jpeg;Oui;0;25;45.28;46;0;46;6.33113;40;46.15;46;43;45;0.769615
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B11b.jpeg;Oui;0;25;49.94;51;0;50;6.95;40;50.9;51;48;50;0.496139
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B11c.jpeg;Oui;0;24;47.3125;49;0;49;7.37493;40;48.8;49;45;48;0.686873
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B11d.jpeg;Oui;0;25;55.46;57;0;56;7.80426;40;56.575;57;53;56;0.98417
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B12a.jpeg;Non;0;0;0;0;0;0;0;0;0;0;0;0;0
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B12b.jpeg;Oui;0;25;56.46;57;0;58;7.93908;40;57.475;57;54;57;0.750641
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B12c.jpeg;Oui;0;25;53.42;55;0;54;7.45624;40;54.5;55;51;53;0.5547
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B12d.jpeg;Oui;0;25;64.02;65;0;67;9.16402;40;65.225;65;61;66;1.56053
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B13a.jpeg;Oui;0;25;39.64;41;0;41;5.64154;40;40.425;41;37;40;0.98417
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B13b.jpeg;Oui;0;25;53.58;55;0;57;7.77251;40;54.6;55;49;55;1.66102
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B13c.jpeg;Oui;0;25;57.7;59;0;58;8.07427;40;58.85;59;56;58;0.533494
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/B13d.jpeg;Oui;0;25;66.92;68;0;71;9.85578;40;68.2;68;62;70;2.67179
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C01a.jpeg;Oui;0;18;29.3611;30;0;29;4.7217;30;30.1333;30;27;29;0.434172
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C01b.jpeg;Oui;0;25;40.04;41;0;41;5.57311;40;40.8;41;38;40;0.64847
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C01c.jpeg;Oui;0;25;47.46;48;0;49;6.73768;40;48.35;48;44;48;1.21
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C01d.jpeg;Oui;0;25;36.1;37;0;36;4.94975;40;36.825;37;34;35;0.384808
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C02a.jpeg;Oui;0;25;41.02;42;0;42;5.74808;40;41.825;42;38;41;0.930605
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C02b.jpeg;Oui;0;25;44.54;45;0;46;6.23424;40;45.325;45;42;45;0.79703
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C02c.jpeg;Oui;0;21;48.3571;50;0;50;7.45334;34;49.4118;50;46;49;0.988346
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C02d.jpeg;Oui;0;25;44.36;45;0;45;6.15699;40;45.2;45;42;44;0.563869
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C03a.jpeg;Oui;0;29;37.2241;39;0;72;12.7912;48;38.6875;39;7;40;4.5577
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C03b.jpeg;Oui;0;25;39.5;40;0;41;5.65054;40;40.2;40;36;40;1.34355
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C03c.jpeg;Oui;0;25;52.72;54;0;55;7.52964;40;53.725;54;49;54;1.43201
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C03d.jpeg;Oui;0;25;45.54;46;0;48;6.58139;40;46.325;46;42;47;1.70049
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C04a.jpeg;Oui;0;25;39.8;41;0;41;5.59883;40;40.475;41;37;40;0.986771
/home/alex/GUEST_SHARE/MesureManuel/Douglas_parc/C04b.jpeg;Oui;0;17;45.2647;47;0;46;7.68039;28;46.5714;47;43;45;0.57275
